key,en,ar,cs,de,es,fi,fr,it,ja,ko,nb,nl,pl,pt,ru,tr,zh
option.recommended,Recommended Settings,,Doporučené Nastavení,Empfohlene Einstellungen,Ajustes recomendados,Suositellut asetukset,Paramètres Recommandés,Impostazioni consigliate,推奨設定,추천 설정,,Aanbevolen instellingen,Polecane ustawienia,Definições recomensadas,Рекомендуемые настройки,Tavsiye Edilen Ayarlar,
option.show_fps,Show FPS,,Zobrazit FPS,FPS anzeigen,Mostrar FPS,Näytä kuvalaskuri,Montrer les FPS,Mostra gli FPS,FPSの表示,FPS 표시,,FPS weergeven,Pokaż FPS,Mostrar FPS,Показывать FPS,FPS Göster,
option.renderer,Renderer,,Renderování,Renderer,Renderizar,Renderöijä,Rendu,Renderizzatore,レンダラー,렌더링,,Renderer,,Renderizar,Движок рендера,Render,
option.window_scale,Window Scale,,Měřítko Okna,Fenstergröße,Escala de la ventana,Ikkunan koko,Taille de la fennêtre,Dimensione della finestra,ウィンドウサイズ,창 해상도,,Venstergrootte,Skala Okna,Escala da janela,Размер окна,Pencere Ölçeği,
option.open_config,Open Config Folder,,Otevřít Konfigurační Složku,Konfigurationsordner öffnen,Abrir carpeta de configuraciones,Avaa asetuskansio,Ouvrir le dossier de configuration,Apri la cartella di configurazione,設定フォルダーを開く,설정 폴더 열기,,Open config-map,Otwórz folder konfiguracji,Abrir a pasta Config,Открыть папку настроек,Yapılandırma Klasörü,
option.wheel_wizard_data_folder,Wheel Wizard data folder,,,Ordner für Wheel Wizard Daten,,Wheel Wizardinin tietokansio,,,,,,,Folder danych Wheel Wizard,,,,
option.reset_data_folder,Use default location,,,Standard-Speicherort verwenden,,Käytä oletussijaintia,,,,,,,Użyj domyślnej lokacji,,,,
option.dolphin_user_path,Dolphin User Folder,,Uživatelská Složka Dolphin,Dolphin Benutzer-Ordner,Carpeta de Usuario de Dolphin,Dolphin-käyttäjäkansio,Dossier d'utilisateur Dolphin,Cartella dell'Utente Dolphin,Dolphinのユーザーフォルダー,Dolphin 유저 폴더,,Dolphin-gebruiker-map,Folder Użytkownika Dolphina,Pasta do Utilizador do Dolphin,Пользовательская папка Dolphin,Dolphin Kullanıcı Klasörü,
option.mario_kart_game,Mario Kart Wii Game File,,Soubor Hry Mario Kart Wii,Mario Kart Wii Spiel-Datei,Archivo del juego Mario Kart Wii,Mario Kart Wii -pelitiedosto,ISO Mario Kart Wii,File di gioco di Mario Kart Wii,マリオカートWiiのゲームファイル,마리오 카트 Wii 게임 파일,,Mario Kart Wii-spelbestand,Plik gry Mario Kart Wii,Ficheiro de Jogo do Mario Kart Wii,Файл Mario Kart Wii,Mario Kart Wii Oyun Dosyası,
option.dolphin_emulator_exe,Dolphin Emulator executable,,Spustitelný soubor Dolphin Emulator,Dolphin Emulator Programm-Datei,Emulador Dolphin Ejecutable,Dolphin-emulaattorin käynnistystiedosto,Éxécutable Dolphin Emulator,Eseguibile Emulatore Dolphin,Dolphinエミュレーターを実行可能にする,Dolphin 에뮬레이터 실행 가능,,Dolphin-emulator-executable,,Executável do Dolphin Emulator,Исполняемый файл (.exe) эмулятора Dolphin,Dolphin Emulator yürütülebilir dosyası,
option.make_primary,Make Primary,,,Hauptprofil,Hacer primaria,Aseta ensisijaiseksi,Défini par défaut,Rendi di default,このライセンスに切り替える,이 프로필을 우선으로,,Maak hoofdprofiel,,Tornar Primário,Сделать основным,Birincil Yap,
option.enable_animations,Enable Animations,,Zapnout Animace,Aktiviere Animationen,Activar Animaciones,Animaatiot,Activer les animations,Attiva le animazioni,アニメーションを有効にする,애니메이션 활성,,Animaties inschakelen,,Ativar Animações,Включить анимации,Animasyonları Etkinleştir,
option.reinstall,Reinstall RR,,Reinstalovat RR,RR neu installieren,Reinstalar RR,Asenna RR uudelleen,Réinstaller Retro Rewind,Reinstalla Retro Rewind,Retro Rewindの再インストール,레트로 리와인드 재설치,,Herinstalleer RR,,Reinstalar RR,Переустановить Retro Rewind,Retro Rewind'ı Tekrar Kur,
option.open_game_folder,Open Game Folder,,Otevřít Složku Hry,Spielordner öffnen,Abrir carpeta de juegos,Avaa pelikansio,Ouvrir le dossier du jeu,Apri la cartella del gioco,ゲームフォルダーを開く,게임 폴더 열기,,Open spelmap,Otwórz Folder Gry,Abrir a Pasta do Jogo,Открыть папку с игрой,Oyun Klasörünü Aç,
option.open_save_folder,Open Save Folder,,Otevřít Složku Uložení,Speicherdatenordner öffnen,Abrir carpeta de archivos de juego guardados,Avaa tallennuskansio,Ouvrir le dossier de sauvegarde,Apri la cartella del salvataggio,セーブフォルダーを開く,세이브 폴더 열기,,Open opslagmap,Otwórz Folder Zapisów,Abrir a Pasta de Ficheiros de Gravação,Открыть папку сохранения,Kayıt Klasörünü Aç,
option.enable_recomp,Enable WiiCompiled (beta),,,,,,,,,,,,,,,,
option.recomp_use_dolphin_data,Share Dolphin save data,,,,,,,,,,,,,,,,
option.recomp_resolution,Resolution,,,,,,,,,,,,,,,,
option.recomp_graphics_api,Graphics API,,,,,,,,,,,,,,,,
option.recomp_prevent_stutters,Prevent stutters,,,,,,,,,,,,,,,,
section.graphics,Graphics,,Grafika,Grafik,Gráficos,Grafiikka,Graphismes,Grafica,グラフィックス,그래픽,,Grafisch,,Gráficos,Графика,Grafik,
section.general,General,,Obecné,Allgemein,General,Yleiset,Général,Generali,一般,일반,,Algemeen,,Geral,Общие,Genel,
section.language,Language,,Jazyk,Sprache,Idioma,Kieli,Langue,Lingua,言語,언어,,Taal,Język,Linguagem,Язык,Dil,
section.wii,Wii Settings,,Nastavení Wii,Wii Einstellungen,Ajustes de Wii,Wii-asetukset,Paramètres Wii,Impostazioni Wii,Wii設定,Wii 설정,,Wii-Instellingen,Ustawienia Wii,Definições da Wii,Настройки Wii,Wii Ayarları,
section.resolution,Resolution,,Rozlišení,Auflösung,Resolución,Resoluutio,Résolution,Risoluzione,解像度,해상도,,Resolutie,Rezolucja,Resolução,Разрешение,Çözünürlük,
section.performance,Performance Settings,,Nastavení Výkonu,Leistungseinstellungen,Ajustes de performance,Suorituskyvyn asetukset,Paramètres de perfomance,Impostazioni delle performance,パフォーマンス設定,성능 설정,,Prestatie-instellingen,Ustawienia Wydajności,Definições de Performance,Настройки производительности,Performans Ayarları,
section.renderer,Renderer Settings,,Nastavení Vykreslování,Renderer Einstellungen,Ajustes de renderizado,Renderöintiasetukset,Paramètres de rendu,Impostazioni del renderizzatore,レンダラー設定,렌더링 설정,,Renderer-instellingen,,Definições de Renderização,Настройки движка рендеринга,Render Ayarları,
section.location_paths,Location Settings,,Nastavení Umístění,Dateispeicherort Einstellungen,Ubicación de ajustes,Sijaintiasetukset,Paramètres de localisation,Impostazioni di ubicazione,パス設定,지역 설정,,Locatie-instellingen,Ustawienia Lokacji,Definições da Localização,Настройки расположения файлов,Konum Ayarları,
section.wh_wz_appearance,Wheel Wizard appearance,,Vzhled Wheel Wizard,Wheel Wizard Aussehen,Apariencia de Wheel Wizard,Wheel Wizardin ulkoasu,Apparence de Wheel Wizard,Aspetto di Wheel Wizard,Wheel Wizardの見た目,휠 위저드 외관,,Wheel Wizard-weergave,Wygląd Wheel Wizard,Aparência do Wheel Wizard,Внешний вид Wheel Wizard,Wheel Wizard görünümü,
section.installation,Installation,,Instalace,Installation,Instalación,Asennus,Installation,Installazione,インストール,설치,,Installatie,Instalacja,Instalação,Установка,Kurulum,
section.recomp,WiiCompiled (beta),,,,,,,,,,,,,,,,
section.recomp_dolphin_data,Dolphin Data,,,,,,,,,,,,,,,,
section.recomp_video,Video,,,,,,,,,,,,,,,,
helper_text.topbar.location_warning,"Settings are disabled, complete the location settings first",,"Nastavení jsou vypnuté, nejprve dokonči nastavení umístění","Einstellungen sind deaktiviert, komplettiere erst den Dateispeicherort","Ajustes desactivados, complete la ubicación de los ajustes primero","Asetukset on lukittu, suorita sijaintipolkujen asetukset ensin","Les paramètres sont désactivés, complétez d'abord les paramètres de localisation","Le impostazioni sono disattivate, completa le impostazioni della localizzazione",設定が無効になっています。最初にパス設定を完了させてください,설정이 잠겨있습니다. 지역 설정을 마치면 해금됩니다.,,"Instellingen zijn uitgeschakeld, voltooi eerst de locatie-instellingen.",,"As definições estão desativadas, completa as definições de localização primeiro","Настройки отключены, сначала завершите настройки локации.","Ayarlar devre dışı, önce konum ayarlarını tamamlayın.",
helper_text.enable_recomp,Uses WiiCompiled as the home-page launcher. Turn this off to use Dolphin and Retro Rewind instead. Windows only.,,,,,,,,,,,,,,,,
helper_text.recomp_use_dolphin_data,"Use Dolphin's existing Wii folder in place so WiiCompiled shares saves, Miis, and Wii settings. A change takes effect the next time WiiCompiled launches.",,,,,,,,,,,,,,,,
helper_text.recomp_graphics_api,"Only DirectX 12 and Vulkan run WiiCompiled reliably, so nothing else is offered.",,,,,,,,,,,,,,,,
helper_text.recomp_dolphin_data_not_found,Set an existing Dolphin User Folder in Location Settings first. It must contain a Wii folder.,,,,,,,,,,,,,,,,
helper_text.recomp_prevent_stutters,"While a shader is still compiling, the objects that need it are skipped for a few frames instead of the whole game stalling until it is ready. You get a tiny bit of pop-in instead of a stutter.",,,,,,,,,,,,,,,,
helper_text.launch_with_dolphin,Will launch dolphins main window along with the game,,Spustí hlavní okno Dolphin spolu s hrou,Wird Dolphins Hauptfenster mit dem Spiel starten,Se lanzará la ventana principal de Dolphin junto con el juego,Käynnistää Dolphinin pääikkunan pelin mukana,Ira lancer la fenêtre d'accueil de Dolphin en plus du jeu,Aprirà la finestra principale di Dolphin assieme al gioco,ゲームと一緒にDolphinのメインウィンドウを起動します,게임과 함께 Dolphin 메인 창을 킵니다.,,Opent het Dolphin-hoofdvenster met het spel erbij.,,Irá abrir a página principal do dolphin juntamento com o jogo,Откроет основное окно Dolphin'а вместе с игрой,Oyunun yanı sıra Dolphin'in ana penceresini de başlatacak.,
helper_text.launch_rr_on_startup,Automatically launches Retro Rewind when Wheel Wizard starts,,,,,Retro Rewind käynnistetään heti kun Wheel Wizard käynnistyy,,,,,,,,,,,
helper_text.force_disable_wiimote,"This setting disables Wiimote ingame, but enables it for the Wii channel",,,"Diese Einstellung deaktiviert die Wiimote im Spiel, aber nutzt sie für den Wii-Kanal","Este ajuste desactiva el Wiimote en juego, pero lo activa para el Canal Wii","Poistaa Wiimoten käytöstä pelissä, mutta ottaa sen käyttöön Wii-valikossa","Ce paramètre ira désactiver les Wiimotes dans le jeu, mais les activés dans le menu Wii","Questa impostazione disattiverà i Wiimote durante il gioco, ma li attiverà nel canale Wii",ゲーム内ではWiiリモコンを無効にしますが、Wiiチャンネルでは有効にします,이 설정은 게임 내 위모트를 비활성 합니다. Wii 채널에선 활성화됩니다.,,"Deze instelling schakelt de Wii-afstandsbediening uit in het spel, maar niet in het Wii-menu.",,"Esta definição desativa o Wiimote para o jogo, mas ativa-o para o canal Wii","Эта настройка отключает Wii Remote в игре, но включает для канала Wii.","Bu ayar, Wiimote'u oyun içinde devre dışı bırakır, ancak Wii kanalında etkinleştirir.",
helper_text.resolution_scale,1x is the native resolution,,,1x ist die native Auflösung,1x es la resolución nativa,1x on alkuperäinen resoluutio,1x est la résolution native,1x è la risoluzione nativa,デフォルト解像度は1xです,1x는 네이티브 해상도입니다,,1× is de orginele resolutie.,,1x a resolução nativa,1x это нативное разрешение,1x yerel çözünürlüktür.,
helper_text.recommended,This setting will change certain dolphin settings to reduce stuttering and lag spikes,,,"Diese Einstellung wird bestimmte Dolphin Einstellungen verändern, um Ruckeln und Lagspikes zu vermindern",Este ajuste cambiará ciertas configuraciones de Dolphin para reducir problemas de lag,Muuttaa joitakin Dolphinin asetuksia pätkimisen ja lagipiikkien vähentämiseksi,Ce paramètre va changer certain paramètre Dolphin pour réduire les saccades et lag spikes,Questa impostazione cambierà alcune impostazioni di Dolphin per ridurre problemi di lag,スタッタリングやラグスパイクなどを軽減するために、特定のDolphinの設定を変更します,이 설정은 랙을 줄이기 위해 Dolphin의 일부 설정을 바꿉니다.,,Deze instelling verandert sommige Dolphin-instellingen voor een optimale ervaring.,,Esta definição vai alterar algumas definições do dolphin para reduzir stutters e picos de lag,"Это изменит некоторые некоторые настройки Dolphin'а, чтобы избежать фризов и лагов.","Bu ayar, takılmaları ve gecikme dalgalanmalarını azaltmak için belirli Dolphin ayarlarını değiştirir.",
helper_text.30_fps,This setting will force the game to run in 30 FPS (default is 60),,Toto nastavení donutí hru běžet za 30 FPS (výchozí je 60),"Diese Einstellung erzwingt, dass das Spiel mit 30 FPS läuft (Standard ist 60).",Este ajuste forzará al juego a correr en 30 FPS (Lo normal es 60),Pakottaa pelin toimimaan 30 FPS -tilassa (oletus on 60),Ce paramètre va forcer le jeu à tourner en 30 FPS (60 est par défaut),Questa impostazione forzerà il gioco a girare a 30FPS (di default è 60),ゲームが30FPSで動作するようになります(通常は60FPS),이 설정은 게임을 강제로 30프레임으로 구동시킵니다.(기본: 60),,Met deze instelling wordt het spel gedwongen om te draaien op 30 FPS (standaard is 60).,,Esta definição vai forçar o jogo a correr a 30 FPS (normalmente é 60),Эта настройка поставит максимальное количество FPS на 30 (стандарт - 60),"Bu ayar, oyunu 30 FPS'de çalışmaya zorlar (varsayılan 60).",
helper_text.wheel_wizard_data_folder,Choose where Wheel Wizard stores its files. Moving may take a while.,,,"Wähle aus, wo Wheel Wizard seine Dateien speichert. Das Verschieben könnte eine Weile dauern.",,Valitse Wheel Wizardin tiedostosijainti. Siirtäminen voi kestää hetken.,,,,,,,,,,,
helper_text.end_with_exe,Path must end with .exe,,Cesta musí končit .exe,Dateipfad muss mit .exe enden.,La ruta debe terminar en un .exe,Polun täytyy loppua päätteeseen .exe,Le chemin doit se finir en .exe,L'indirizzo deve terminare con .exe,パスの拡張子は必ず .exe にしてください,"파일 경로는 "".exe""로 끝나야 합니다.",,"Locatie moet eindigen met "".exe"".",,O caminho deve acabar com .exe,Путь должен заканчиваться на .exe,"Yol, .exe ile bitmelidir.",
helper_text.enable_animations,This enables the animations in the Wheel Wizard app,,To aktivuje animace v aplikaci Wheel Wizard,Dies aktiviert die Animationen in der Wheel Wizard App.,Esto activa las animaciones en la aplicación Wheel Wizard,Ottaa käyttöön animaatiot Wheel Wizard -sovelluksessa,Ceci active les animations dans l'application Wheel Wizard,Questa impostazione abiliterà le animazioni nell'applicazione Wheel Wizard,Wheel Wizard内のアニメーションを有効にします,Wheel Wizard 앱의 애니메이션을 활성화 합니다.,,Dit schakelt de animaties in de Wheel Wizard-app in.,,Isto ativa as animações na app Wheel Wizard,Эта настройка включает анимации в лаунчере Wheel Wizard.,"Bu, Wheel Wizard uygulamasındaki animasyonları etkinleştirir.",
helper_text.end_with_x,Path can end with:,,Cesta může končit:,Pfad kann enden mit:,,Polku voi loppua:,Le chemin doit se finir avec:,L'indirizzo può terminare con:,パスは次のもので終わります:,파일 경로는 다음과 같이 끝날 수 있습니다:,,Locatie kan eindigen met:,,O caminho pode acabar com:,Путь может заканчиваться на:,"Yol, bunlar ile bitebilir:",
helper_text.wh_wz_language,"This only changes the language for Wheel Wizard. To change the in-game language, you’ll need to do that within the game settings.",,"Tím se změní pouze jazyk pro Wheel Wizard. Chceš-li změnit jazyk ve hře, musíš to udělat v nastavení hry.",Dies ändert nur die Sprache innerhalb von Wheel Wizard. Um die Sprache innerhalb des Spiels zu ändern musst du das in den Spieleinstellungen vornehmen,,Vaihtaa kielen vain Wheel Wizard -sovelluksessa. Pelin kielen saa vaihdettua itse pelin sisällä.,Ceci change uniquement la langue dans Wheel Wizard. Pour changer la langue dans le jeu. Veuillez le faire depuis les paramètres de Retro Rewind.,"Questo cambia soltanto la lingua di Wheel Wizard. Per cambiare la lingua all'interno del gioco, dovrai farlo dalle impostazioni del gioco stesso.",これはWheel Wizardの言語のみ変更します。ゲーム内の言語を変更したい場合、ゲーム設定内で変更する必要があります,이 설정은 Wheel Wizard의 언어만 변경합니다. 게임의 언어를 변경하기 위해서는 게임 설정에서 변경해야 합니다.,,"Dit verandert alleen de taal van Wheel Wizard. Om de taal in het spel zelf te wijzigen, moet je dit doen via de instellingen van het spel.",,"Isto só muda o idioma do Wheel Wizard. Para mudar o idioma dentro do jogo, precisas de fazer isso nas configurações do próprio jogo.",,Bu sadece Wheel Wizard'ın dilini değiştirir. Oyun içi dili değiştirmek için oyundaki ayarları kullanın.,
helper_text.optional,Optional,,Volitelný,Optional,,Valinnainen,Optionnel,Opzionale,任意,옵션,,Optioneel,,Opcional,,Opsiyonel,
helper_text.must_set_paths,You must set these 3 paths before you can start playing Retro Rewind,,Musíš nastavit tyto 3 cesty než začneš hrát Retro Rewind.,Du musst erst diese 3 Dateipfade bestimmen um Retro Rewind spielen zu können.,,Nämä 3 polkua on määritettävä ennen kuin voit pelata Retro Rewindia,Vous devez impérativement définir ces 3 chemins afin de jouer à Retro Rewind,Devi impostare questi 3 indirizzi prima di poter iniziare a giocare a Retro Rewind,Retro Rewindをプレイする前に、これらの3つのパスを設定する必要があります,Retro Rewind 실행 전 3개의 경로를 설정해야 합니다.,,Je moet deze 3 locaties instellen voordat je Retro Rewind kunt spelen.,,Precisas de configurar estes 3 caminhos antes de começar a jogar Retro Rewind.,,Retro Rewind'ı oynayabilmek için önce bu üç yolu ayarlamanız gerekiyor,
helper_text.must_set_game_path,You must select your Mario Kart Wii game file before you can start playing WiiCompiled,,,,,,,,,,,,,,,,
category.dolphin,Dolphin,,,,,,,,,,,,,,,,
category.about,About,,O tomto,Über,Acerca de,Tietoa,À propos,A riguardo,情報,정보,,Over,,Acerca de,О нас,Hakkında,
category.other,Other,,Ostatní,Sonstiges,Otro,Muut,Autre,Altro,その他,기타,,Overig,Inne,Outro,Другое,Diğer,
category.general,General,,Obecný,Allgemein,General,Yleiset,Général,Generale,一般,일반,,Algemeen,,Geral,Основное,Genel,
category.video,Video,,Video,Video,Video,Grafiikka,Vidéo,Video,映像,비디오,,Video,Wideo,Video,Видео,Video,
status.recomp_dolphin_data_not_linked,Not linked. WiiCompiled will use its private Wii data.,,,,,,,,,,,,,,,,
status.recomp_dolphin_data_linked,Sharing Dolphin data from {$1},,,,,,,,,,,,,,,,
status.recomp_dolphin_data_copied,Using a copy of your Dolphin data at {$1},,,,,,,,,,,,,,,,
status.recomp_dolphin_data_not_found,Dolphin data not found,,,,,,,,,,,,,,,,
status.recomp_not_installed,WiiCompiled is not installed yet. Install it from the home page first.,,,,,,,,,,,,,,,,
status.recomp_uninstalled,WiiCompiled has been uninstalled,,,,,,,,,,,,,,,,
status.data_folder.default,Using default location.,,,Standard-Speicherort wird verwendet.,,Käytetään oletussijaintia.,,,,,,,,,,,
status.data_folder.custom,Using custom location.,,,Verwendet benutzerdefinierten Speicherort,,Käytetään mukautettua sijaintia.,,,,,,,,,,,
status.data_folder.moving,"Moving data, please wait...",,,"Dateien werden verschoben, bitte warten...",,"Siirretään tietoja, odota hetki...",,,,,,,,"A mover dados, por favor aguarde...",,,
value.language.france,French,,Francouzština,Französisch,Francés,Ranska,Français,Francese,フランス語,프랑스어,,Frans,Francuski,Francês,Французский,Fransızca,
value.language.dutch,Dutch,,Nizozemština,Niederländisch,Neerlandés,Hollanti,Néerlandais,Olandese,オランダ語,네덜란드어,,Nederlands,Holenderski,Holandês,Нидерландский,Hollandaca,
value.language.english,English,,Angličtina,Englisch,Inglés,Englanti,Anglais,Inglese,英語,영어,,Engels,Angielski,Inglês,Английский,İngilizce,
value.language.german,German,,Němčina,Deutsch,Alemán,Saksa,Allemand,Tedesco,ドイツ語,독일어,,Duits,Niemiecki,Alemão,Немецкий,Almanca,
value.language.italian,Italian,,Italština,Italienisch,Italiano,Italia,Italien,Italiano,イタリア語,이탈리아어,,Italiaans,Włoski,Italiano,Итальянский,İtalyanca,
value.language.japanese,Japanese,,Japonština,Japanisch,Japonés,Japani,Japonais,Giapponese,日本語,일본어,,Japans,Japoński,Japonês,Японский,Japonca,
value.language.turkish,Turkish,,Turečtina,Türkisch,Turco,Turkki,Turc,Turco,トルコ語,튀르키예어,,Turks,Turecki,Turco,Турецкий,Türkçe,
value.language.spanish,Spanish,,Španělština,Spanisch,Español,Espanja,Espagnol,Spagnolo,スペイン語,스페인어,,Spaans,Hiszpański,Espanhol,Испанский,İspanyolca,
value.language.finnish,Finnish,,Finština,Finnisch,Finlandés,Suomi,Finlandais,Finlandese,フィンランド語,핀란드어,,Fins,Fiński,Finlandês,Финский,Fince,
value.language.korean,Korean,,Korejština,Koreanisch,Coreano,Korea,Coréen,Coreano,韓国語,한국어,,Koreaans,Koreański,Coreano,Корейский,Korece,
value.language.russian,Russian,,Ruština,Russisch,Ruso,Venäjä,Russe,Russo,ロシア語,러시아어,,Russisch,Rosyjski,Russo,Русский,Rusça,
value.language.arabic,Arabic,,Arabština,Arabisch,Arabe,Arabia,Arabe,Arabo,アラビア語,아랍어,,Arabisch,Arabski,Árabe,Арабский,Arapça,
value.language.czech,Czech,,Čeština,Tschechisch,Checo,Tšekki,Tchèque,Ceco,チェコ語,체코어,,Tsjechisch,Czeski,Checo,Чешский,Çekçe,
value.language.norwegian,Norwegian,,Norština,Norwegisch,Noruego,Norja,Norvégien,Norvegese,ノルウェー語,노르웨이어,,Noors,Norweski,Norueguês,Норвежский,Norveççe,
value.language.chinese,Chinese,,Čínština,Chinesisch,Chino,Kiina,Chinois,Cinese,中国語,중국어,,Chinees,Chinski,Chinês,Китайский,Çince,
value.language.polish,Polish,,,,,,,,,,,,Polski,,,,
value.language.portuguese,Portuguese,,Portugalština,Portugisisch,Portugués,Portugali,Portugais,Portoghese,ポルトガル語,포르투갈어,,Portugees,Portugalski,Português,Португальский,Portekizce,
value.language.z_translators,Put your name here if you contributed.,"Yawshi, A̷bd̷αllαh̷ ⢸ ـبدَالله؏",Pattyrix,"Weebo, kytronix, Gab, ToadetteHackFan","Frix, JGavidia","Clavey, Alokas","Eppe, Yawshi","Ismy, Sep","Haru00007,  Mosgis,  Mossan","StationAlpha, Sinseiga, 주녕","Kinsey, Pluto_games","WantToBeeMe, Noël, Krummers",tim13.,"JMM,  Gui_C__Tuga, bubble","CaXaP,  StHydrated, OrangeCake","wrkus, Weebo",
